disease,symptoms,description,precaution_1,precaution_2,precaution_3,precaution_4,precautions,severity_score,risk_level
pneumonia,"['chills', 'fatigue', 'high_fever', 'breathlessness', 'sweating', 'malaise', 'phlegm', 'chest_pain', 'fast_heart_rate', 'rusty_sputum']","Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",consult doctor,medication,rest,follow up,"['consult doctor', 'medication', 'rest', 'follow up']",48,high
pneumonia,"['chills', 'fatigue', 'cough', 'breathlessness', 'sweating', 'malaise', 'phlegm', 'chest_pain', 'fast_heart_rate', 'rusty_sputum']","Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",consult doctor,medication,rest,follow up,"['consult doctor', 'medication', 'rest', 'follow up']",45,high
pneumonia,"['chills', 'fatigue', 'cough', 'high_fever', 'sweating', 'malaise', 'phlegm', 'chest_pain', 'fast_heart_rate', 'rusty_sputum']","Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",consult doctor,medication,rest,follow up,"['consult doctor', 'medication', 'rest', 'follow up']",48,high
pneumonia,"['chills', 'fatigue', 'cough', 'high_fever', 'breathlessness', 'malaise', 'phlegm', 'chest_pain', 'fast_heart_rate', 'rusty_sputum']","Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",consult doctor,medication,rest,follow up,"['consult doctor', 'medication', 'rest', 'follow up']",49,high
pneumonia,"['chills', 'fatigue', 'cough', 'high_fever', 'breathlessness', 'sweating', 'phlegm', 'chest_pain', 'fast_heart_rate', 'rusty_sputum']","Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",consult doctor,medication,rest,follow up,"['consult doctor', 'medication', 'rest', 'follow up']",46,high
dimorphic hemmorhoids(piles),"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus']",,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",26,high
dimorphic hemmorhoids(piles),"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus']",,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",26,high
dimorphic hemmorhoids(piles),"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus']",,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",26,high
dimorphic hemmorhoids(piles),"['pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus']",,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",22,high
dimorphic hemmorhoids(piles),"['constipation', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus']",,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",21,high
dimorphic hemmorhoids(piles),"['constipation', 'pain_during_bowel_movements', 'bloody_stool', 'irritation_in_anus']",,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",20,high
dimorphic hemmorhoids(piles),"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'irritation_in_anus']",,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",21,high
dimorphic hemmorhoids(piles),"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool']",,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",20,high
dimorphic hemmorhoids(piles),"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus']",,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",26,high
dimorphic hemmorhoids(piles),"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus']",,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",26,high
heart attack,"['vomiting', 'breathlessness', 'sweating', 'chest_pain']","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",call ambulance,chew or swallow asprin,keep calm,,"['call ambulance', 'chew or swallow asprin', 'keep calm']",19,medium
heart attack,"['vomiting', 'breathlessness', 'sweating', 'chest_pain']","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",call ambulance,chew or swallow asprin,keep calm,,"['call ambulance', 'chew or swallow asprin', 'keep calm']",19,medium
heart attack,"['breathlessness', 'sweating', 'chest_pain']","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",call ambulance,chew or swallow asprin,keep calm,,"['call ambulance', 'chew or swallow asprin', 'keep calm']",14,medium
heart attack,"['vomiting', 'sweating', 'chest_pain']","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",call ambulance,chew or swallow asprin,keep calm,,"['call ambulance', 'chew or swallow asprin', 'keep calm']",15,medium
heart attack,"['vomiting', 'breathlessness', 'chest_pain']","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",call ambulance,chew or swallow asprin,keep calm,,"['call ambulance', 'chew or swallow asprin', 'keep calm']",16,medium
heart attack,"['vomiting', 'breathlessness', 'sweating']","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",call ambulance,chew or swallow asprin,keep calm,,"['call ambulance', 'chew or swallow asprin', 'keep calm']",12,medium
heart attack,"['vomiting', 'breathlessness', 'sweating', 'chest_pain']","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",call ambulance,chew or swallow asprin,keep calm,,"['call ambulance', 'chew or swallow asprin', 'keep calm']",19,medium
heart attack,"['breathlessness', 'sweating', 'chest_pain']","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",call ambulance,chew or swallow asprin,keep calm,,"['call ambulance', 'chew or swallow asprin', 'keep calm']",14,medium
heart attack,"['vomiting', 'sweating', 'chest_pain']","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",call ambulance,chew or swallow asprin,keep calm,,"['call ambulance', 'chew or swallow asprin', 'keep calm']",15,medium
heart attack,"['vomiting', 'breathlessness', 'chest_pain']","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",call ambulance,chew or swallow asprin,keep calm,,"['call ambulance', 'chew or swallow asprin', 'keep calm']",16,medium
varicose veins,"['fatigue', 'cramps', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']","A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",32,high
varicose veins,"['fatigue', 'cramps', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']","A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",32,high
varicose veins,"['cramps', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']","A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",28,high
varicose veins,"['fatigue', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']","A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",28,high
varicose veins,"['fatigue', 'cramps', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']","A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",28,high
